task_id,title,description,stage,week,due_date_offset_days,default_assignee,category,priority,is_premium,sort_order,time_estimate_minutes,related_article_slug,is_time_sensitive,window_weeks,commonly_completed_early,why_it_matters,catch_up_behavior
POST-W01-002,Social Security Application,Apply for SSN at the hospital or via local SSA office. Required for tax benefits and medical enrollment.,post-birth,1,3,dad,admin,must-do,False,46,5,the-first-24-hours,False,8,False,"You need the SSN to add baby to health insurance (30-day window), file taxes (claim the child tax credit), open a 529 savings account, and apply for a passport. Applying at the hospital takes 5 minutes. Applying later means a trip to the SSA office with a newborn.",likely_done
POST-W01-001,Birth Certificate Application,"Complete paperwork at the hospital before discharge — the birth registrar will guide you through it. Request 3-5 certified copies of the birth certificate immediately. You need them for insurance enrollment, SSN application, passport, and daycare registration. If you miss the hospital window, you'll need to go to the county clerk's office, which takes significantly longer.",post-birth,1,3,dad,admin,must-do,False,45,15,the-first-24-hours,False,8,False,"You have a narrow window at the hospital to file this paperwork. Miss it, and you're making a separate trip to the county clerk's office with a newborn — during business hours, with both parents, plus original documents. Get it done before discharge.",likely_done
POST-W01-008,Weight Check Concern,"Monitor for weight loss exceeding 10% of birth weight in the first 3-5 days. Track wet and dirty diapers as indicators: minimum 6 wet diapers per day by day 4. If baby is lethargic, has a weak cry, or isn't producing enough wet diapers, contact your pediatrician immediately. Weight loss beyond 10% may indicate a feeding problem.",post-birth,1,5,either,health,must-do,False,150,15,the-first-week-survival-guide,False,4,False,Weight loss beyond 10% in the first week can indicate dehydration or insufficient feeding — both require immediate intervention. Catching this at day 3-5 with a pediatrician visit is much safer than discovering it at day 10 when the baby is lethargic and unresponsive.,catch_up
POST-W01-003,Pediatrician First Visit,"Schedule and attend the 3-5 day newborn checkup to verify weight gain, check jaundice levels (bilirubin), and assess feeding. Bring your feeding log. Newborns lose up to 10% of birth weight in the first few days — this visit confirms they're gaining it back. Write down every question beforehand because you will forget in the fog.",post-birth,1,5,either,health,must-do,False,47,15,the-first-24-hours,True,2,False,"Newborns typically lose 7-10% of birth weight in the first days. This visit confirms weight is stabilizing, checks for jaundice (which can cause brain damage if severe and untreated), and catches feeding issues early when they're easiest to fix.",expired
PREG-W41-001,Overdue Monitoring,"Attend non-stress tests (NST) and biophysical profiles (BPP) as recommended by your provider if past your due date. NSTs monitor baby's heart rate response to movement. BPPs check amniotic fluid levels, breathing movements, and tone via ultrasound. These tests confirm baby is doing well while you wait.",third-trimester,41,7,mom,health,must-do,False,147,30,,False,4,False,"Past 41 weeks, your provider is monitoring for signs that the placenta is aging and amniotic fluid is decreasing. These tests are how they know the baby is still thriving. Skipping monitoring at this stage introduces risk that's entirely avoidable.",catch_up
POST-W01-022,Agree on Night Shift Schedule with Partner,"Decide who covers which hours at night. Example: Dad covers 8 PM - 1 AM, Mom covers 1 AM - 6 AM. Or alternate nights. The app assigns this — neither partner is nagging the other. Both of you need uninterrupted sleep blocks to function.",post-birth,1,7,either,admin,must-do,False,223,20,,False,8,False,"Without a schedule, both parents wake up for every cry and neither gets real sleep. Load-balancing night duty prevents resentment and keeps both of you functional.

💡 Dad Tip: Caring for a newborn is a 24-hour job. If mom takes the full night shift (feeding and changing every ~2 hours), she'll be exhausted by morning. Consider splitting shifts or finding help.",likely_done
POST-W01-005,Thank You Notes,"Begin writing thank you notes for baby shower gifts, meal deliveries, and hospital visitors. Keep a simple spreadsheet of who gave what. This can feel overwhelming in week 1 — write 2-3 per day when baby is sleeping. A text or email is perfectly acceptable; handwritten notes are a bonus, not a requirement.",post-birth,1,7,either,magic,good-to-do,False,105,10,the-first-24-hours,False,99,False,"The people who showed up for you — with gifts, meals, and time — invested in your family. A brief thank you (even a text) honors that. If you wait too long, it feels awkward. Knock out a few per day while the baby is sleeping.",catch_up
POST-W01-007,First Bath at Home,"Before the cord stump falls off (1-3 weeks), give sponge baths only — no submerging. After the cord falls off, use a small baby tub with 2-3 inches of warm water. Test temperature with your elbow, not your hand — elbow skin gives a better read. Support head and neck at all times. Babies are slippery when wet. Keep it to 5-10 minutes max and have a towel ready to wrap immediately.",post-birth,1,7,either,development,good-to-do,False,149,10,the-first-week-survival-guide,False,99,False,"Bath time becomes one of the best bonding activities — warm water relaxes the baby, and it's a sensory experience they grow to love. Learning the technique early (elbow test for temperature, supporting the head, short sessions) builds your confidence for a routine you'll do hundreds of times.",likely_done
POST-W01-004,Insurance: Add Baby,"Call your insurance company within 30 days of birth to add the newborn to your health insurance policy. You'll need the baby's name, date of birth, and SSN (if available — some insurers accept a pending SSN). Miss this 30-day window and you wait until open enrollment, which could be months of uncovered pediatrician visits and vaccines.",post-birth,1,7,dad,admin,must-do,False,48,30,the-first-week-survival-guide,False,8,False,"You have a 30-day window from birth to add the baby to your health insurance. Miss it, and you wait until open enrollment — which could be months away. The baby will need multiple pediatrician visits and vaccines in that time. This is not flexible — the clock starts at birth.",likely_done
POST-W01-006,Umbilical Cord Care,"Keep the umbilical cord stump dry and clean — no submerging in water until it falls off (1-3 weeks). Fold the diaper below the stump to keep urine away from it. Watch for infection signs: redness spreading from the base, foul odor, pus, or bleeding. Let it fall off naturally — do not pull or twist it. Sponge baths only until then.",post-birth,1,7,either,health,must-do,False,106,15,coming-home-days-2-4,False,4,False,"The umbilical stump is an open wound connected to the bloodstream. An infection here can become serious fast. Proper care (keep it dry, fold diaper below, no submersion) is simple but non-negotiable. The stump falls off on its own in 1-3 weeks — leave it alone and watch for warning signs.",likely_done
POST-W02-010,Newborn Cluster Feeding,"Expect frequent feeding during growth spurts at weeks 2-3, 6, and 8. Cluster feeding can mean eating every 30-60 minutes for hours at a time. This is not a sign of low milk supply — it's the baby's way of boosting production. Keep mom fed, hydrated, and supported. These intense phases typically last 2-3 days then ease up.",post-birth,2,10,either,feeding,good-to-do,False,199,15,,False,6,False,"First-time parents often panic during cluster feeding, thinking the baby isn't getting enough milk. Understanding that cluster feeding is a normal growth signal — not a supply problem — prevents unnecessary formula supplementation that can actually reduce supply.

💡 Dad Tip: Research cluster feeding. During growth spurts, babies want to feed constantly and get noticeably fussy. This is completely normal and expected as they develop — not a sign that something is wrong.",catch_up
POST-W02-009,Growth Spurt Awareness,"Expect cluster feeding (eating every 30-60 minutes for several hours) around weeks 2-3 and again at week 6. This is normal growth spurt behavior, not a sign that milk supply is low. The baby is signaling mom's body to produce more milk. Stock snacks and water within reach — mom will be pinned down during cluster sessions.",post-birth,2,14,either,feeding,good-to-do,False,152,15,,False,6,False,First-time parents expect feeding to settle into a predictable pattern. Growth spurts disrupt that pattern and cause doubt. Knowing they're coming — at weeks 2-3 and again at 6 — means you ride it out instead of making drastic changes to a feeding plan that was working fine.,catch_up
PREG-W42-001,Induction Planning,"Finalize induction plan with your provider if pregnancy reaches 41-42 weeks. Discuss the method (Pitocin, Cervidil, Foley bulb, or combination), expected timeline (inductions can take 12-36+ hours), and what to pack for a potentially longer hospital stay. Ask about eating policies during induction.",third-trimester,42,14,either,health,must-do,False,148,30,,False,4,False,"At 42 weeks, the risks of continuing pregnancy outweigh the risks of induction. Having a plan — which method, what to expect, and how long it might take — means you walk in prepared instead of anxious. Most inductions result in healthy vaginal deliveries.",catch_up
POST-W02-004,Establish Feeding Routine,"Track every feed: breast or bottle, which side, how long, how many ounces. In the first weeks, baby feeds every 2-3 hours because their stomach is the size of a grape (day 1), a walnut (week 1), then an egg (month 1). The small stomach means frequent hunger. Set phone alarms if needed. Feed on demand, but if baby hasn't eaten in 3 hours, wake them — critical for weight gain in month one.",post-birth,2,14,either,feeding,must-do,False,52,15,,False,6,False,"Newborns cannot tell you they're hungry until they're screaming, and by then they're harder to feed. Tracking feeds ensures you catch insufficient intake before it shows up as weight loss. In the first month, every feed counts for building milk supply and baby's growth.",catch_up
POST-W02-008,Establish Feeding Log,"Track every feed (time, type, duration/amount), wet diapers, and dirty diapers daily in a log or app. Your pediatrician will ask for this data at every visit. Minimum benchmarks by day 4: 6+ wet diapers and 3-4 dirty diapers per day. This log is how you know the baby is eating enough when they can't tell you.",post-birth,2,14,either,feeding,must-do,False,151,15,,False,6,False,"Your pediatrician will ask 'how many wet diapers per day?' and 'how often is the baby eating?' at every visit. If you don't have a log, you're guessing — and with sleep deprivation, you will guess wrong. The data is how your doctor spots problems early.",catch_up
POST-W02-005,Lactation Support,"If breastfeeding and experiencing latch issues, pain, or supply concerns, contact a lactation consultant immediately — don't wait and hope it improves. Many hospitals offer free consultations in the first weeks. Check if your insurance covers outpatient LC visits. A proper latch prevents nipple damage and ensures baby gets enough milk.",post-birth,2,14,mom,feeding,good-to-do,False,53,15,,False,6,False,"Breastfeeding looks natural but the technique is not intuitive. Improper latch causes pain, cracked nipples, and insufficient milk transfer — all of which lead to early weaning. A lactation consultant can fix most issues in a single visit, but the window is narrow: seek help in the first 2 weeks, not the first 2 months.",catch_up
POST-W02-020,Negotiate Daily Protected Time for Each Parent,"Each parent gets a minimum of 30 uninterrupted minutes per day — no baby, no chores, no questions. Pick a consistent window. Use it to eat a real meal, watch something, or just sit in silence. This is not optional — it is maintenance.",post-birth,2,14,either,self-care,must-do,False,224,15,,False,99,False,"Without deliberate protected time, you will burn out. One real meal eaten in peace, 20 minutes of a show, a short walk — these are what keep you sane through month one.",catch_up
POST-W02-002,Mom OB Follow-Up,"Schedule mom's 6-week postpartum OB checkup before you leave the hospital. This visit assesses physical recovery from delivery, screens for postpartum depression, and discusses contraception. If she had a C-section, this is when the incision is checked. If she's struggling emotionally before 6 weeks, don't wait — call the OB sooner.",post-birth,2,14,mom,health,must-do,False,50,30,week-2-the-weight-check,False,4,False,"Your wife's body just went through major trauma. The 6-week OB follow-up checks for infection, healing (especially C-section incision or tears), and postpartum depression screening. If she's struggling with mood, pain, or breastfeeding, this is the visit where she gets help. Make sure it happens — she may try to skip it because she's focused on the baby.",catch_up
POST-W02-007,Partner Check-In,"Schedule a weekly 15-minute check-in with your partner to discuss how each of you is coping, division of labor, and what's working vs. what isn't. Hormones and sleep deprivation cause mood swings — she may become irritable and short-tempered, and that's normal. Don't take it personally. Remember: you have a baby, this phase is temporary.",post-birth,2,14,either,magic,must-do,False,108,10,,False,99,False,"Hormones, sleep deprivation, and a new baby create a pressure cooker. Resentment builds silently — she feels overwhelmed, he feels useless. One dad's wife threatened divorce during postpartum. Months later, after hormones normalized, they were fine. Regular check-ins release the pressure before it explodes.",catch_up
POST-W02-006,Establish Night Routine,"Create a consistent early bedtime routine: dim lights 30 minutes before bed, warm bath or wipe-down, clean diaper, feeding, white noise on, into bassinet. Keep the environment dark and boring — no overhead lights, no stimulation. Babies don't know day from night yet. Side-lying breastfeeding can help with night feeds and reduce mom's back pain.",post-birth,2,14,either,development,good-to-do,False,107,15,,False,99,False,A consistent early routine (even before the baby 'needs' one) helps their circadian rhythm develop. Babies who have a bedtime routine from the early weeks tend to consolidate night sleep faster. It also gives dad a defined role in the nightly process — bath time is dad territory.,catch_up
POST-W02-001,Birth Announcements,"Send texts or emails to your extended network within the first week. A simple photo with name, date, weight, and length is all anyone needs. Consider a digital announcement service (Paperless Post, Canva) if you want something polished. Skip the formal printed cards — you won't have time or energy. Family group chat is perfectly fine.",post-birth,2,14,either,magic,good-to-do,False,49,15,week-2-the-weight-check,False,99,False,"People will ask. Having a simple announcement ready saves you from answering the same text 40 times while running on 2 hours of sleep. Send it once, then mute your phone.",catch_up
POST-W02-003,2-Week Pediatrician Visit,"Second weight check. Address feeding concerns, jaundice follow-up, and circumcision healing if applicable.",post-birth,2,14,either,health,must-do,False,51,5,week-2-the-weight-check,True,2,False,This visit confirms the baby has regained birth weight and is on a healthy growth curve. It also addresses feeding concerns that have developed now that you're home and the hospital support team is gone. Bring your questions — you've been accumulating them for two weeks.,expired
POST-W03-001,Newborn Hearing Screen Follow-Up,"If baby didn't pass the newborn hearing screen at the hospital (common — fluid in ears is the usual culprit), schedule the follow-up within 2-4 weeks. Don't panic: initial fails are common and don't mean hearing loss. But don't ignore it either — early detection of actual hearing issues is critical for language development. The follow-up is quick and painless.",post-birth,3,21,either,health,must-do,False,153,15,,True,2,False,"Hearing loss detected early (before 6 months) allows intervention that keeps language development on track. Detected late, and the child starts kindergarten years behind peers. The follow-up test takes 15 minutes and is painless. Don't let a busy schedule push this one off.",catch_up
POST-W04-008,First Outing Planning,"Plan your first trip outside with baby — keep it short (30-60 minutes) and close to home. A walk around the block or a quick coffee shop visit is plenty. Pack the diaper bag with extras of everything: diapers, wipes, change of clothes, bottles, burp cloths. Planning a 2-hour drive now requires 6 hours of logistics — start small.",post-birth,4,28,either,development,good-to-do,False,200,10,week-4-6-the-first-real-smile,False,99,False,"Planning a 2-hour drive with a newborn requires 6 hours of logistics. Your first outing should be short and close to home so you learn the rhythm: diaper bag check, feeding before leaving, car seat routine, and handling unexpected blowouts. Start with a walk around the block, not a road trip.",catch_up
POST-W04-003,Tummy Time Routine,Start supervised tummy time 2-3 times daily to build neck and core strength. Start tummy time from day one — even 1-2 minutes after diaper changes counts. Build up gradually.,post-birth,4,30,dad,development,must-do,False,56,5,,False,99,False,"Tummy time builds the neck and core strength needed for every future milestone — rolling, sitting, crawling, walking. Skipping it leads to flat head syndrome (positional plagiocephaly) and delayed motor development. Start from day one, even if baby hates it — 1-2 minutes at a time counts.",catch_up
POST-W04-002,Vitamin D Drops,Begin daily vitamin D supplementation for breastfed infants — 400 IU per day (AAP guideline). Breast milk does not contain enough vitamin D. Use infant drops (D-Vi-Sol or similar) — one drop on the nipple before feeding or directly in the mouth. Formula-fed babies typically get enough vitamin D from formula. Start from the first week.,post-birth,4,30,either,health,must-do,False,55,15,week-4-6-the-first-real-smile,False,4,False,"Vitamin D deficiency in infants causes rickets (soft, weak bones). Breast milk doesn't contain enough vitamin D regardless of mom's intake. This is the AAP standard of care — 400 IU per day from birth. It's one drop, takes 2 seconds, and prevents a serious deficiency.",catch_up
POST-W04-004,Sleep Safety Audit,"Verify crib setup meets AAP safe sleep standards: firm mattress, tight-fitting sheet only, no bumpers, blankets, pillows, or stuffed animals. Baby sleeps on their back, every time. Room temperature 68-72°F. No loose clothing — use a sleep sack instead of blankets. Move the crib away from windows, cords, and shelves.",post-birth,4,30,dad,safety,must-do,False,57,30,,False,6,False,"Approximately 3,400 infants die from sleep-related causes annually in the US. A firm mattress, no loose bedding, and back sleeping are the ABCs of safe sleep (Alone, Back, Crib). This 5-minute audit is the single most impactful thing you can do to protect your baby during sleep.",catch_up
POST-W04-007,Sleep Schedule Tracking,"Start tracking sleep patterns using an app or simple log: when baby sleeps, how long, and what helped them fall asleep. At this age, expect 14-17 hours of sleep in short bursts. You're not trying to establish a schedule yet — you're gathering data. Patterns will emerge around 6-8 weeks that you can build a routine around.",post-birth,4,30,either,development,good-to-do,False,156,10,week-4-6-the-first-real-smile,False,99,False,"Tracking sleep patterns is how you spot the transition from random newborn sleep to emerging circadian rhythm. The data tells you when the first 'long stretch' of nighttime sleep starts forming, which is when you can begin building a real bedtime routine.",catch_up
POST-W04-005,Baby Book Updates,"Record milestones in the baby book: first smile, birth stats, hospital photos, footprints, and any firsts. Set a weekly phone reminder to snap a photo or jot a note. You think you'll remember everything — you won't. The sleep deprivation fog erases details fast. Even a one-line note per week is valuable.",post-birth,4,30,either,magic,good-to-do,False,109,30,week-4-6-the-first-real-smile,False,99,False,You think you'll remember every milestone. You won't. Sleep deprivation erases memories fast. A quick photo and one-line note in the baby book takes 30 seconds and becomes priceless in 5 years. Start the habit now or it never happens.,catch_up
POST-W04-001,1-Month Pediatrician Visit,"Standard 1-month checkup: weight, length, head circumference measurements, reflex checks, and discussion of any concerns. Bring your feeding and diaper log. Ask about tummy time progression, sleep patterns, and any unusual behaviors you've noticed. This visit confirms baby is on a healthy growth trajectory.",post-birth,4,30,either,health,must-do,False,54,5,week-4-6-the-first-real-smile,True,2,False,"This visit establishes the growth trajectory (weight, length, head circumference) that your pediatrician will track for years. It's also the first time since the 2-week visit to check developmental reflexes and discuss your questions about sleep, feeding, and behavior.",expired
POST-W04-006,PPD Screening Check,"Complete the Edinburgh Postnatal Depression Scale (EPDS) screening at the 4-6 week postpartum visit. This applies to BOTH parents. Watch for signs: persistent sadness, inability to bond with baby, extreme anxiety, loss of appetite, or intrusive thoughts. If PPD is identified early, treatment (therapy, medication, or both) is highly effective.",post-birth,4,30,mom,health,must-do,False,155,10,week-4-6-the-first-real-smile,False,4,False,Postpartum depression affects 1 in 7 women and often goes undetected because exhaustion is 'expected' with a newborn. The Edinburgh screening takes 5 minutes and is the standard tool for distinguishing normal tired from clinical depression. Early treatment dramatically improves outcomes for both mom and baby.,catch_up
POST-W05-001,Purple Crying Education,"Peak crying happens around 6-8 weeks and can last 3-5 hours per day — it's called the Period of PURPLE Crying and it's normal, not something you're doing wrong. Learn the acronym: Peak pattern, Unexpected, Resists soothing, Pain-like face, Long bouts, Evening clustering. The key insight: nothing you do causes it, and it passes by month 3-4. When you're at your limit, put baby safely in the crib and take 5 minutes to breathe.",post-birth,5,35,either,development,good-to-do,False,157,15,,False,99,False,"The PURPLE crying period peaks at 6-8 weeks and can feel relentless. Dads who don't know this is temporary sometimes react with frustration that escalates. Understanding that the baby replicates your emotions — if you're stressed, they get more agitated — is the key to surviving this phase.",catch_up
POST-W06-003,First Smile Milestone,"Watch for and try to capture baby's first real social smile — not a gas reflex but a genuine response to your face or voice. Typically happens around 6-8 weeks. This is the first time the baby actively communicates joy back to you. The baby's smile changes everything after weeks of feeding, diapers, and crying.",post-birth,6,42,either,magic,good-to-do,False,158,10,,False,99,False,"After weeks of feeding, diapers, and crying, the first genuine smile is a game-changer. It's the baby's first intentional positive communication, and it resets the exhaustion meter. Try to capture it — you'll want to look back at this photo on the hard days.",catch_up
POST-W06-002,Date Night Planning,"Plan a simple at-home date after 6-week clearance. Cook a meal together after baby is down, watch a movie, or just sit and talk without phones. Intimacy after a baby changes — she may feel touched-out, insecure about her body, or simply exhausted. Don't push. Take the lead on planning and keep expectations realistic. This is about reconnecting, not romance.",post-birth,6,42,dad,magic,good-to-do,False,110,10,week-4-6-the-first-real-smile,False,99,False,"Intimacy after a baby changes — she may feel touched-out, insecure about her body, or simply too exhausted. If dad doesn't take the initiative to plan something (even just ordering food and watching a movie together), couple time simply doesn't happen. It won't feel romantic at first, and that's okay.",catch_up
POST-W06-020,SSN Card Follow-Up,"The Social Security card typically arrives 2-6 weeks after application. If it hasn't arrived by week 6, call the SSA (1-800-772-1213) with your confirmation number. You need the SSN to add baby to health insurance, file taxes, open a 529 account, and apply for a passport.",post-birth,6,42,dad,admin,must-do,False,503,20,,False,8,False,"If you miss the 30-day insurance enrollment window because the SSN hasn't arrived, you may face a coverage gap. Follow up proactively.",catch_up
POST-W06-001,6-Week Mom Checkup,"Postpartum physical clearance visit: provider checks healing (perineal or C-section incision), screens for postpartum depression/anxiety, discusses contraception options, and clears mom for exercise and intimacy. If she's still having pain, bleeding, or emotional difficulties, this is the time to speak up — don't downplay symptoms.",post-birth,6,42,mom,health,must-do,False,58,10,week-8-the-two-month-vaccines,True,2,False,"This visit is the 'clearance' for returning to normal activity — exercise, intimacy, and work. It also screens for postpartum depression and anxiety, which peak around 6-8 weeks. If she's struggling, this visit is the intervention point. Don't let her cancel or postpone it.",expired
POST-W06-004,Baby Gym Introduction,"Introduce a play gym with hanging toys for visual tracking and motor development. Place baby on their back underneath so they can swat and kick at dangling objects. This builds hand-eye coordination and gives you 15-20 minutes of engaged, independent play. Look for high-contrast toys for maximum visual stimulation.",post-birth,6,42,either,development,good-to-do,False,201,15,,False,99,False,"A play gym is the first piece of equipment that keeps baby engaged without you holding them. It builds hand-eye coordination and visual tracking while giving you 15-20 minutes to eat, clean, or just breathe. For the cost, it provides one of the highest returns on investment in the first 4 months.",catch_up
POST-W08-008,Sleep Regression Warning,"The 4-month sleep regression is real — baby who was sleeping 4-6 hour stretches may suddenly wake every 1-2 hours. This happens because sleep cycles are maturing from newborn to adult patterns. Stay consistent with your routine, don't introduce new sleep crutches, and ride it out. It typically lasts 2-4 weeks.",post-birth,8,56,either,development,good-to-do,False,202,15,,False,99,False,The 4-month regression is the most common reason parents abandon a working sleep routine. Knowing it's a developmental phase (not a failure of your routine) prevents reactive changes — like introducing bed-sharing or night feeding — that create harder habits to break later.,catch_up
POST-W08-004,Daycare Transition Trial,"If using daycare, do a trial half-day to acclimate baby and test the logistics: drop-off routine, bottle acceptance, nap environment, and pickup timing. Bring labeled bottles, diapers, change of clothes, and comfort items. Ask about their communication method (app, daily sheet). Expect tears at drop-off — from both of you.",post-birth,8,60,either,education,good-to-do,False,62,15,,False,6,False,"If you don't prepare for the trial day, the actual first day of daycare becomes the trial — and it goes badly. Baby refuses the bottle, nap environment is different, and pickup timing is off. A trial run surfaces these issues when you have time to fix them.",catch_up
POST-W08-003,Return to Work Prep (Dad),"Coordinate leave end date with your employer. Plan coverage for pediatrician appointments and sick days — babies get sick frequently in the first year, especially in daycare. Talk to your manager about flexible work hours. A senior director once spent 45 minutes telling a new dad about his own experience — your colleagues are more empathetic than you expect.",post-birth,8,60,dad,admin,must-do,False,61,120,week-8-the-two-month-vaccines,False,8,False,"You've been in survival mode for weeks. Re-entering work is jarring — and you'll have sick days, pediatrician appointments, and sleep-deprived mornings. Having a plan with your manager (flex hours, work from home options, coverage) prevents you from looking unprepared when the first sick day hits.",catch_up
POST-W08-002,Return to Work Prep (Mom),"If returning to work, begin pumping 2-3 weeks before your start date to build a milk stash. Practice bottle feeding with partner so baby accepts the bottle from someone other than mom. Aim for 3-5 days' worth of frozen milk (15-25 bags at 3-5 oz each). Introduce one bottle per day to avoid nipple confusion.",post-birth,8,60,mom,admin,must-do,False,60,15,week-8-the-two-month-vaccines,False,8,False,"Returning to work without a plan (pumping schedule, milk stash, bottle acceptance) creates a crisis on day one. If baby refuses the bottle after exclusively breastfeeding, mom can't focus at work and baby doesn't eat. Start the transition weeks early, not the night before.",catch_up
POST-W08-001,2-Month Vaccines,"DTaP, Hib, IPV, PCV13, and Rotavirus vaccines. Schedule the appointment and block 24-48 hours after for fussiness and potential low-grade fever. Stock infant Tylenol (acetaminophen) and confirm dosing with your pediatrician based on baby's weight. These vaccines protect against whooping cough, rotavirus, and other diseases that are genuinely dangerous for infants.",post-birth,8,60,either,health,must-do,False,59,30,week-8-the-two-month-vaccines,True,2,False,"These vaccines protect against whooping cough, rotavirus, and other diseases that are genuinely dangerous for infants. The baby may be fussy and have a low fever for 24-48 hours after — stock infant Tylenol and clear your schedule. Staying on the CDC schedule is critical for building immunity before daycare exposure.",expired
POST-W08-006,Establish Pumping Routine,"If returning to work while breastfeeding, set up a pumping schedule: every 3 hours for 15-20 minutes. Know your legal rights (PUMP Act requires employers to provide time and a private space). Set up a pumping station at work: pump, bottles, cooler bag, cleaning supplies. Store milk in labeled bags (date, volume) and transport in an insulated bag.",post-birth,8,60,mom,feeding,must-do,False,111,15,,False,6,False,"Milk supply is driven by demand — if you don't pump on schedule when away from baby, supply drops within days. The PUMP Act legally requires your employer to provide time and private space. Know your rights and set up a system before your first day back.",catch_up
POST-W08-005,Update Will/Trust,"Add your newborn as a beneficiary in your will/trust and designate legal guardians in case both parents are incapacitated. This is a conversation no one wants to have, but without legal documentation, a court decides who raises your child. Use an estate attorney or a service like Trust & Will. Update after each child.",post-birth,8,60,either,finance,good-to-do,False,63,30,,False,8,False,"Without a will naming guardians, a court decides who raises your child if something happens to both parents. The court doesn't know your wishes, your values, or your family dynamics. An estate attorney takes 1-2 hours and costs $300-$500. It's the most important document you'll ever sign as a parent.",catch_up
POST-W08-007,Establish Bedtime Routine,"Create a consistent nightly routine: dinner or solids around 5:45-6 PM, warm bath with songs and play for 15-20 minutes (warm water relaxes the body), change into pajamas, breastfeed or bottle, then into crib or bassinet. Target the 6:30-7:30 PM melatonin window — the body naturally produces sleep hormones during this time. Wake windows shift from every 2 hours to 3-hour awake periods around this age. Consistency matters more than perfection.",post-birth,8,60,dad,development,must-do,False,159,15,,False,99,False,"A consistent bedtime routine is the foundation of good sleep for the entire first year and beyond. Babies thrive on predictability — the routine signals their brain that sleep is coming. Without it, bedtime becomes a nightly battle that erodes everyone's sleep and sanity.",catch_up
POST-W10-001,Hands Discovery,"Give baby rattles and textured toys to grasp. Hold objects at midline so baby practices reaching. Place a bright toy in one hand and watch them transfer it. This is the foundation for all future hand skills — grasping, feeding, writing. Get on the floor with them and model reaching and grabbing.",post-birth,10,70,either,development,good-to-do,False,160,30,week-10-finding-your-groove,False,99,False,"Hand discovery is the foundation for everything: grabbing food, holding a cup, turning pages, writing. Giving baby the right toys at this stage accelerates the entire motor development timeline. One rattle at 10 weeks teaches more than a room full of toys at 6 months.",catch_up
POST-W10-002,Teething Prep,"Stock teething toys (silicone rings, textured chewers) and infant pain reliever (Tylenol after 3 months, Motrin after 6 months — confirm doses with your pediatrician). Refrigerate teething toys for extra soothing — cold numbs sore gums. First teeth typically appear around 6 months but some babies start at 4. Signs: drooling, chewing everything, fussiness, pulling ears.",post-birth,10,75,either,health,good-to-do,False,203,15,week-10-finding-your-groove,False,4,False,"Teething pain can disrupt sleep, feeding, and mood for weeks. Having remedies on hand (cold rings, Tylenol) means you can address it immediately instead of making a pharmacy run at midnight with a screaming baby.",catch_up
POST-W10-020,Apply for Baby Passport,"If you plan any international travel, apply for the baby's passport early — processing takes 6-8 weeks (routine) or 2-3 weeks (expedited, extra fee). Both parents must be present at the post office with the baby. Bring: baby's birth certificate, both parents' IDs, a passport photo (hardest part — baby must have eyes open, mouth closed, no hands visible). Budget item already in your tracker.",post-birth,10,75,dad,admin,must-do,False,506,20,,False,8,False,Taking a passport photo of a 2-month-old who can't hold their head up is an adventure. Getting both parents to the post office simultaneously with a newborn requires planning. Start early if you want it before the first family trip.,catch_up
POST-W12-006,Three Month Photos,"Take monthly milestone photos with a consistent backdrop (same blanket or chair each month). Include a monthly marker (number block, sticker, or letter board). Three months is when personality starts showing — capture those first real grins. Set a phone reminder for the same day each month so you don't miss one.",post-birth,12,90,either,magic,good-to-do,False,204,45,week-12-fourth-trimester-graduation,False,99,False,Monthly photos seem excessive until your child turns 1 and you realize you have no consistent visual record of how quickly they changed. The same backdrop each month creates a powerful before-and-after series. Five minutes per month for a lifetime of memories.,catch_up
POST-W12-004,529 Account Setup,Open a 529 college savings account through your state's plan or a low-fee state like Utah or Nevada. Set up automatic monthly contributions — even $50/month adds up significantly with compound growth over 18 years. Share the account info with grandparents who want to give meaningful gifts instead of more toys.,post-birth,12,90,either,finance,good-to-do,False,112,10,week-12-fourth-trimester-graduation,False,8,False,"A 529 account with just $50/month from birth grows to roughly $18,000-$25,000 by age 18 depending on returns. Starting at birth versus starting at age 5 is the difference between compound growth working for you and trying to catch up later.",catch_up
POST-W12-001,Sleep Training Consideration,"Research sleep training methods if sleep is a struggle by 4 months: Ferber (graduated extinction — timed check-ins), Chair method (sit in room and gradually move away), and Cry-It-Out (full extinction). No method is right for every family. Most pediatricians recommend waiting until at least 4 months and 12 lbs. Read one book and commit to the approach for 2 weeks.",post-birth,12,90,either,development,good-to-do,False,64,60,week-12-fourth-trimester-graduation,False,99,False,"Sleep training at 4 months can transform everyone's quality of life — but only if you pick a method, commit to it, and stay consistent for 2 weeks. Half-hearted attempts or switching methods midway make things worse, not better. Research now, decide together, then execute.",catch_up
